X_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,geometry
314,GO-20082371247,1205812800000,2008,March,18,Tuesday,78,D55,Shooting,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.3416130849999, 43.6648291280001]]}"
315,GO-20082586161,1208404800000,2008,April,17,Thursday,108,D14,Stabbing,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.445851019, 43.662041617]]}"
316,GO-20082743492,1209528000000,2008,April,30,Wednesday,121,D12,Stabbing,90,Junction Area,90,Junction Area (90),"{'type': 'MultiPoint', 'coordinates': [[-79.465586226, 43.6678613560001]]}"
317,GO-20082577122,1209873600000,2008,May,4,Sunday,125,D43,Other,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2196862879999, 43.745017486]]}"
318,GO-20082651181,1209873600000,2008,May,4,Sunday,125,D43,Stabbing,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2196862879999, 43.745017486]]}"
319,GO-20082783886,1210996800000,2008,May,17,Saturday,138,D33,Other,42,Banbury-Don Mills,42,Banbury-Don Mills (42),"{'type': 'MultiPoint', 'coordinates': [[-79.3351800239999, 43.731257423]]}"
320,GO-20082783886,1210996800000,2008,May,17,Saturday,138,D33,Stabbing,42,Banbury-Don Mills,42,Banbury-Don Mills (42),"{'type': 'MultiPoint', 'coordinates': [[-79.3351800239999, 43.731257423]]}"
321,GO-20082853575,1211947200000,2008,May,28,Wednesday,149,D42,Shooting,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.213954383, 43.8105301140001]]}"
322,GO-20082855091,1211947200000,2008,May,28,Wednesday,149,D42,Shooting,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),"{'type': 'MultiPoint', 'coordinates': [[-79.297162789, 43.784115544]]}"
323,GO-20082597314,1211947200000,2008,May,28,Wednesday,149,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.5926154969999, 43.716620789]]}"
324,GO-20082709711,1212120000000,2008,May,30,Friday,151,D54,Shooting,43,Victoria Village,43,Victoria Village (43),"{'type': 'MultiPoint', 'coordinates': [[-79.299290163, 43.716668573]]}"
325,GO-20082555616,1213329600000,2008,June,13,Friday,165,D14,Shooting,162,West Queen West,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.4094702299999, 43.6450368870001]]}"
326,GO-20082555616,1213329600000,2008,June,13,Friday,165,D14,Shooting,162,West Queen West,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.4094702299999, 43.6450368870001]]}"
327,GO-20082399394,1213502400000,2008,June,15,Sunday,167,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.4937485029999, 43.671669933]]}"
328,GO-20082368814,1214107200000,2008,June,22,Sunday,174,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),"{'type': 'MultiPoint', 'coordinates': [[-79.2973128579999, 43.6965079130001]]}"
329,GO-20082810109,1214193600000,2008,June,23,Monday,175,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.286725068, 43.700100013]]}"
