X_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,geometry
1097,GO-20205967,1577854800000,2020,January,1,Wednesday,1,D51,Shooting,72,Regent Park,72,Regent Park (72),"{'type': 'MultiPoint', 'coordinates': [[-79.358685365, 43.662429102]]}"
1098,GO-202069552,1578718800000,2020,January,11,Saturday,11,D43,Shooting,135,Morningside,135,Morningside (135),"{'type': 'MultiPoint', 'coordinates': [[-79.208344486, 43.787983296]]}"
1099,GO-202082425,1578891600000,2020,January,13,Monday,13,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),"{'type': 'MultiPoint', 'coordinates': [[-79.30471148, 43.781644435]]}"
1100,GO-2020135493,1579496400000,2020,January,20,Monday,20,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.2317447739999, 43.776431207]]}"
1101,GO-2020136609,1579496400000,2020,January,20,Monday,20,D13,Other,107,Oakwood Village,107,Oakwood Village (107),"{'type': 'MultiPoint', 'coordinates': [[-79.432512416, 43.6851371970001]]}"
1102,GO-2020174603,1579928400000,2020,January,25,Saturday,25,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.219549871, 43.7366869890001]]}"
1103,GO-2020219180,1580446800000,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.399251834, 43.639024878]]}"
1104,GO-2020219180,1580446800000,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.399251834, 43.639024878]]}"
1105,GO-2020249293,1580878800000,2020,February,5,Wednesday,36,D55,Shooting,66,Danforth,66,Danforth (66),"{'type': 'MultiPoint', 'coordinates': [[-79.331330723, 43.6816944990001]]}"
1106,GO-2020271347,1581051600000,2020,February,7,Friday,38,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),"{'type': 'MultiPoint', 'coordinates': [[-79.572152084, 43.6523942220001]]}"
1107,GO-2020372105,1582261200000,2020,February,21,Friday,52,D42,Other,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),"{'type': 'MultiPoint', 'coordinates': [[-79.248501161, 43.7918330800001]]}"
1108,GO-2020390671,1582520400000,2020,February,24,Monday,55,D32,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.4586396399999, 43.730925051]]}"
1109,GO-2020530236,1583899200000,2020,March,11,Wednesday,71,D12,Other,115,Mount Dennis,115,Mount Dennis (115),"{'type': 'MultiPoint', 'coordinates': [[-79.489623485, 43.68703349]]}"
1110,GO-2020524758,1584072000000,2020,March,13,Friday,73,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),"{'type': 'MultiPoint', 'coordinates': [[-79.270417912, 43.7855965570001]]}"
1111,GO-2020538385,1584244800000,2020,March,15,Sunday,75,D13,Stabbing,107,Oakwood Village,107,Oakwood Village (107),"{'type': 'MultiPoint', 'coordinates': [[-79.4473049859999, 43.696332066]]}"
1112,GO-2020562795,1584504000000,2020,March,18,Wednesday,78,D41,Shooting,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.2887737779999, 43.7206824730001]]}"
1113,GO-2020580138,1584763200000,2020,March,21,Saturday,81,D51,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.379461947, 43.656030695]]}"
1114,GO-2020665733,1586059200000,2020,April,5,Sunday,96,D42,Other,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.319301985, 43.795860691]]}"
1115,GO-2020668167,1586059200000,2020,April,5,Sunday,96,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.3515616179999, 43.703245289]]}"
1116,GO-2020648505,1586059200000,2020,April,5,Sunday,96,D43,Other,142,Woburn North,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.232964846, 43.779536701]]}"
1117,GO-2020686647,1586318400000,2020,April,8,Wednesday,99,D13,Shooting,94,Wychwood,94,Wychwood (94),"{'type': 'MultiPoint', 'coordinates': [[-79.4325243219999, 43.68034821]]}"
1118,GO-2020717283,1586836800000,2020,April,14,Tuesday,105,D33,Other,52,Bayview Village,52,Bayview Village (52),"{'type': 'MultiPoint', 'coordinates': [[-79.37605832, 43.7726492960001]]}"
1119,GO-2020762187,1587441600000,2020,April,21,Tuesday,112,D22,Other,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),"{'type': 'MultiPoint', 'coordinates': [[-79.498906726, 43.617489097]]}"
1120,GO-2020790951,1587873600000,2020,April,26,Sunday,117,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.506857592, 43.740318642]]}"
1121,GO-2020828038,1588392000000,2020,May,2,Saturday,123,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.2997205899999, 43.747541938]]}"
1122,GO-2020893378,1589428800000,2020,May,14,Thursday,135,D53,Other,174,South Eglinton-Davisville,104,Mount Pleasant West (104),"{'type': 'MultiPoint', 'coordinates': [[-79.3904779649999, 43.6986196390001]]}"
1123,GO-2020898005,1589428800000,2020,May,14,Thursday,135,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.583797572, 43.746809678]]}"
1124,GO-2020915335,1589688000000,2020,May,17,Sunday,138,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.324170468, 43.7777455240001]]}"
1125,GO-2020909524,1589860800000,2020,May,19,Tuesday,140,D41,Other,138,Eglinton East,138,Eglinton East (138),"{'type': 'MultiPoint', 'coordinates': [[-79.255765034, 43.740052279]]}"
1126,GO-2020971451,1590465600000,2020,May,26,Tuesday,147,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.392052037, 43.645370584]]}"
1127,GO-2020993900,1590811200000,2020,May,30,Saturday,151,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.5933505639999, 43.7387753730001]]}"
1128,GO-20201063476,1591675200000,2020,June,9,Tuesday,161,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.350978614, 43.7135927640001]]}"
1129,GO-20201127664,1592539200000,2020,June,19,Friday,171,D13,Shooting,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),"{'type': 'MultiPoint', 'coordinates': [[-79.448630817, 43.6767765170001]]}"
1130,GO-20201173382,1593057600000,2020,June,25,Thursday,177,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.372194956, 43.667635207]]}"
1131,GO-20201233592,1593835200000,2020,July,4,Saturday,186,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.333615976, 43.798047888]]}"
1132,GO-20201267365,1594267200000,2020,July,9,Thursday,191,D51,Other,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.3723764529999, 43.6581656970001]]}"
1133,GO-20201281439,1594353600000,2020,July,10,Friday,192,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.4937485029999, 43.671669933]]}"
1134,GO-20201278229,1594353600000,2020,July,10,Friday,192,D43,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.254241141, 43.776636268]]}"
1135,GO-20201466110,1596427200000,2020,August,3,Monday,216,D55,Other,59,Danforth East York,59,Danforth East York (59),"{'type': 'MultiPoint', 'coordinates': [[-79.334650326, 43.686884805]]}"
1136,GO-20201486174,1596945600000,2020,August,9,Sunday,222,D14,Stabbing,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),"{'type': 'MultiPoint', 'coordinates': [[-79.4210761259999, 43.650175695]]}"
1137,GO-20201505493,1597118400000,2020,August,11,Tuesday,224,D14,Stabbing,162,West Queen West,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.415494128, 43.6427086850001]]}"
1138,GO-20201506702,1597204800000,2020,August,12,Wednesday,225,D43,Shooting,138,Eglinton East,138,Eglinton East (138),"{'type': 'MultiPoint', 'coordinates': [[-79.244736158, 43.744784778]]}"
1139,GO-20201568363,1597896000000,2020,August,20,Thursday,233,D32,Shooting,153,Avondale,51,Willowdale East (51),"{'type': 'MultiPoint', 'coordinates': [[-79.409718014, 43.7564617890001]]}"
1140,GO-20201583370,1598068800000,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.1862138069999, 43.7684035980001]]}"
1141,GO-20201583370,1598068800000,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.1862138069999, 43.7684035980001]]}"
1142,GO-20201607604,1598414400000,2020,August,26,Wednesday,239,D51,Stabbing,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.371002854, 43.6582965970001]]}"
1143,GO-20201655784,1599019200000,2020,September,2,Wednesday,246,D31,Shooting,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.489608028, 43.7511732680001]]}"
1144,GO-20201691332,1599451200000,2020,September,7,Monday,251,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.586708374, 43.726016062]]}"
1145,GO-20201713867,1599710400000,2020,September,10,Thursday,254,D11,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.485666013, 43.6685018480001]]}"
1146,GO-20201730504,1599883200000,2020,September,12,Saturday,256,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.559655034, 43.7132851540001]]}"
1147,GO-20201728164,1599883200000,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.522852745, 43.704364555]]}"
1148,GO-20201728164,1599883200000,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.522852745, 43.704364555]]}"
1149,GO-20201786596,1600574400000,2020,September,20,Sunday,264,D42,Shooting,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.203140672, 43.803166893]]}"
1150,GO-20201816857,1600920000000,2020,September,24,Thursday,268,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.5225325119999, 43.7675103830001]]}"
1151,GO-20201838773,1601179200000,2020,September,27,Sunday,271,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.518741914, 43.7692318860001]]}"
1152,GO-20201838399,1601179200000,2020,September,27,Sunday,271,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.588139369, 43.746318473]]}"
1153,GO-20201989086,1601265600000,2020,September,28,Monday,272,D33,Other,47,Don Valley Village,47,Don Valley Village (47),"{'type': 'MultiPoint', 'coordinates': [[-79.354724943, 43.792655649]]}"
1154,GO-20201863629,1601524800000,2020,October,1,Thursday,275,D12,Shooting,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.506936645, 43.704562853]]}"
1155,GO-20201876749,1601697600000,2020,October,3,Saturday,277,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.4907278649999, 43.73736918]]}"
1156,GO-20201908230,1602043200000,2020,October,7,Wednesday,281,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),"{'type': 'MultiPoint', 'coordinates': [[-79.4334491859999, 43.7274752600001]]}"
1157,GO-20202026517,1603598400000,2020,October,25,Sunday,299,D41,Shooting,121,Oakridge,121,Oakridge (121),"{'type': 'MultiPoint', 'coordinates': [[-79.285372563, 43.6906309280001]]}"
1158,GO-20202114189,1604725200000,2020,November,7,Saturday,312,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.516916413, 43.761963187]]}"
1159,GO-20202177333,1605502800000,2020,November,16,Monday,321,D43,Stabbing,143,West Rouge,131,Rouge (131),"{'type': 'MultiPoint', 'coordinates': [[-79.137367774, 43.7921155590001]]}"
1160,GO-20202188906,1605675600000,2020,November,18,Wednesday,323,D14,Stabbing,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.424401727, 43.6622521090001]]}"
1161,GO-20202213650,1606021200000,2020,November,22,Sunday,327,D33,Stabbing,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),"{'type': 'MultiPoint', 'coordinates': [[-79.313013474, 43.751503024]]}"
1162,GO-20202271563,1606885200000,2020,December,2,Wednesday,337,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),"{'type': 'MultiPoint', 'coordinates': [[-79.4533881529999, 43.7078903550001]]}"
1163,GO-20202295266,1607230800000,2020,December,6,Sunday,341,D14,Other,83,Dufferin Grove,83,Dufferin Grove (83),"{'type': 'MultiPoint', 'coordinates': [[-79.435333922, 43.6598607110001]]}"
1164,GO-20202279344,1607403600000,2020,December,8,Tuesday,343,D55,Stabbing,64,Woodbine Corridor,64,Woodbine Corridor (64),"{'type': 'MultiPoint', 'coordinates': [[-79.32212953, 43.679822707]]}"
1165,GO-2020982844,1607403600000,2020,December,8,Tuesday,343,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.404781933, 43.652665894]]}"
1166,GO-20202381546,1608267600000,2020,December,18,Friday,353,D53,Other,173,North Toronto,104,Mount Pleasant West (104),"{'type': 'MultiPoint', 'coordinates': [[-79.391484157, 43.7081541150001]]}"
1167,GO-20202400901,1608526800000,2020,December,21,Monday,356,D33,Stabbing,47,Don Valley Village,47,Don Valley Village (47),"{'type': 'MultiPoint', 'coordinates': [[-79.3552362349999, 43.781711312]]}"
1168,GO-202179788,1610514000000,2021,January,13,Wednesday,13,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),"{'type': 'MultiPoint', 'coordinates': [[-79.258136425, 43.734554583]]}"
1169,GO-2021105728,1610859600000,2021,January,17,Sunday,17,D31,Shooting,21,Humber Summit,21,Humber Summit (21),"{'type': 'MultiPoint', 'coordinates': [[-79.5576229869999, 43.748790284]]}"
1170,GO-2021133150,1611205200000,2021,January,21,Thursday,21,D31,Shooting,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.505248814, 43.7662322830001]]}"
1171,GO-2021204256,1611205200000,2021,January,21,Thursday,21,D23,Other,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),"{'type': 'MultiPoint', 'coordinates': [[-79.527627653, 43.701218667]]}"
1172,GO-2021185744,1611896400000,2021,January,29,Friday,29,D53,Shooting,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),"{'type': 'MultiPoint', 'coordinates': [[-79.3881279619999, 43.682672439]]}"
1173,GO-2021198314,1612069200000,2021,January,31,Sunday,31,D12,Shooting,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.5047096439999, 43.7157375460001]]}"
1174,GO-2021238843,1612587600000,2021,February,6,Saturday,37,D42,Shooting,145,Malvern West,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.230309476, 43.795589292]]}"
1175,GO-2021250265,1612760400000,2021,February,8,Monday,39,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.302187585, 43.743752038]]}"
1176,GO-2021251003,1612760400000,2021,February,8,Monday,39,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),"{'type': 'MultiPoint', 'coordinates': [[-79.462078935, 43.712485654]]}"
1177,GO-2021257693,1612846800000,2021,February,9,Tuesday,40,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),"{'type': 'MultiPoint', 'coordinates': [[-79.3073275469999, 43.686933525]]}"
1178,GO-2021277195,1613106000000,2021,February,12,Friday,43,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),"{'type': 'MultiPoint', 'coordinates': [[-79.564862885, 43.6838574450001]]}"
1179,GO-2021334695,1613710800000,2021,February,19,Friday,50,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.371729156, 43.666512106]]}"
1180,GO-2021363118,1614315600000,2021,February,26,Friday,57,D22,Other,16,Stonegate-Queensway,16,Stonegate-Queensway (16),"{'type': 'MultiPoint', 'coordinates': [[-79.494032004, 43.643959704]]}"
1181,GO-2021368408,1614402000000,2021,February,27,Saturday,58,D12,Stabbing,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),"{'type': 'MultiPoint', 'coordinates': [[-79.470366089, 43.6912238840001]]}"
1182,GO-2021424868,1615006800000,2021,March,6,Saturday,65,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.2692619919999, 43.7127895040001]]}"
1183,GO-2021437169,1615266000000,2021,March,9,Tuesday,68,D12,Stabbing,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),"{'type': 'MultiPoint', 'coordinates': [[-79.497947755, 43.6985365620001]]}"
1184,GO-2021511040,1616126400000,2021,March,19,Friday,78,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.510393218, 43.749211679]]}"
1185,GO-2021611765,1617422400000,2021,April,3,Saturday,93,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),"{'type': 'MultiPoint', 'coordinates': [[-79.525600857, 43.6995919720001]]}"
1186,GO-2021614694,1617508800000,2021,April,4,Sunday,94,D33,Stabbing,48,Hillcrest Village,48,Hillcrest Village (48),"{'type': 'MultiPoint', 'coordinates': [[-79.3547405729999, 43.7978588870001]]}"
1187,GO-2021618567,1617508800000,2021,April,4,Sunday,94,D55,Stabbing,57,Broadview North,57,Broadview North (57),"{'type': 'MultiPoint', 'coordinates': [[-79.3491803159999, 43.690380302]]}"
1188,GO-2021683552,1617595200000,2021,April,5,Monday,95,D55,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),"{'type': 'MultiPoint', 'coordinates': [[-79.315737344, 43.702659495]]}"
1189,GO-2021646518,1617854400000,2021,April,8,Thursday,98,D41,Stabbing,126,Dorset Park,126,Dorset Park (126),"{'type': 'MultiPoint', 'coordinates': [[-79.285942291, 43.7715872360001]]}"
1190,GO-2021700719,1618545600000,2021,April,16,Friday,106,D12,Shooting,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.505284643, 43.708427246]]}"
1191,GO-2021904598,1621137600000,2021,May,16,Sunday,136,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),"{'type': 'MultiPoint', 'coordinates': [[-79.568426011, 43.675708919]]}"
1192,GO-2021951127,1621656000000,2021,May,22,Saturday,142,D42,Other,130,Milliken,130,Milliken (130),"{'type': 'MultiPoint', 'coordinates': [[-79.2850934159999, 43.817109208]]}"
1193,GO-2021961854,1621828800000,2021,May,24,Monday,144,D55,Other,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.350531571, 43.660529302]]}"
1194,GO-20211028789,1622606400000,2021,June,2,Wednesday,153,D14,Other,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),"{'type': 'MultiPoint', 'coordinates': [[-79.418965827, 43.6580294030001]]}"
1195,GO-20211087369,1623384000000,2021,June,11,Friday,162,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.214359142, 43.7604353990001]]}"
1196,GO-20211107853,1623556800000,2021,June,13,Sunday,164,D43,Shooting,138,Eglinton East,138,Eglinton East (138),"{'type': 'MultiPoint', 'coordinates': [[-79.2432152599999, 43.744482878]]}"
1197,GO-20211107853,1623556800000,2021,June,13,Sunday,164,D43,Shooting,138,Eglinton East,138,Eglinton East (138),"{'type': 'MultiPoint', 'coordinates': [[-79.2432152599999, 43.744482878]]}"
1198,GO-20211112628,1623556800000,2021,June,13,Sunday,164,D43,Other,138,Eglinton East,138,Eglinton East (138),"{'type': 'MultiPoint', 'coordinates': [[-79.2450496549999, 43.7432219780001]]}"
1199,GO-20211108068,1623643200000,2021,June,14,Monday,165,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),"{'type': 'MultiPoint', 'coordinates': [[-79.482248878, 43.6937188800001]]}"
1200,GO-20211158175,1624248000000,2021,June,21,Monday,172,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),"{'type': 'MultiPoint', 'coordinates': [[-79.483757484, 43.691094186]]}"
1201,GO-20211233778,1625112000000,2021,July,1,Thursday,182,D32,Other,33,Clanton Park,33,Clanton Park (33),"{'type': 'MultiPoint', 'coordinates': [[-79.437489232, 43.7515122710001]]}"
1202,GO-20211236893,1625198400000,2021,July,2,Friday,183,D55,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),"{'type': 'MultiPoint', 'coordinates': [[-79.3280755339999, 43.7156249650001]]}"
1203,GO-20211236780,1625198400000,2021,July,2,Friday,183,D52,Other,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),"{'type': 'MultiPoint', 'coordinates': [[-79.383728444, 43.655720495]]}"
1204,GO-20211248165,1625284800000,2021,July,3,Saturday,184,D41,Shooting,126,Dorset Park,126,Dorset Park (126),"{'type': 'MultiPoint', 'coordinates': [[-79.283330394, 43.771705938]]}"
1205,GO-20211263005,1625457600000,2021,July,5,Monday,186,D31,Shooting,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.4887321259999, 43.754481067]]}"
1206,GO-20211292779,1625889600000,2021,July,10,Saturday,191,D31,Other,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.4887321259999, 43.754481067]]}"
1207,GO-20211319545,1626235200000,2021,July,14,Wednesday,195,D31,Other,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),"{'type': 'MultiPoint', 'coordinates': [[-79.5329837359999, 43.7166753390001]]}"
1208,GO-20211362894,1626580800000,2021,July,18,Sunday,199,D41,Other,123,Cliffcrest,123,Cliffcrest (123),"{'type': 'MultiPoint', 'coordinates': [[-79.235438319, 43.7072899180001]]}"
1209,GO-20211359540,1626667200000,2021,July,19,Monday,200,D51,Other,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.3505867649999, 43.6430468820001]]}"
1210,GO-20211360309,1626753600000,2021,July,20,Tuesday,201,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),"{'type': 'MultiPoint', 'coordinates': [[-79.5441523599999, 43.6976148800001]]}"
1211,GO-20211370623,1626840000000,2021,July,21,Wednesday,202,D13,Stabbing,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),"{'type': 'MultiPoint', 'coordinates': [[-79.44823358, 43.698590462]]}"
1212,GO-20211382319,1627012800000,2021,July,23,Friday,204,D12,Stabbing,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),"{'type': 'MultiPoint', 'coordinates': [[-79.4873257469999, 43.705543054]]}"
1213,GO-20211417029,1627444800000,2021,July,28,Wednesday,209,D55,Stabbing,68,North Riverdale,68,North Riverdale (68),"{'type': 'MultiPoint', 'coordinates': [[-79.349424976, 43.6661426140001]]}"
1214,GO-20211484398,1628222400000,2021,August,6,Friday,218,D55,Other,62,East End-Danforth,62,East End-Danforth (62),"{'type': 'MultiPoint', 'coordinates': [[-79.3116731439999, 43.6859444240001]]}"
1215,GO-20211494943,1628395200000,2021,August,8,Sunday,220,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.399163136, 43.656119297]]}"
1216,GO-20211494943,1628395200000,2021,August,8,Sunday,220,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.399163136, 43.656119297]]}"
1217,GO-20211538967,1628913600000,2021,August,14,Saturday,226,D42,Other,144,Morningside Heights,NSA,NSA,"{'type': 'MultiPoint', 'coordinates': [[-79.180016172, 43.853163893]]}"
1218,GO-20211543961,1628913600000,2021,August,14,Saturday,226,D12,Shooting,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),"{'type': 'MultiPoint', 'coordinates': [[-79.49084536, 43.698622266]]}"
1219,GO-20211617066,1629864000000,2021,August,25,Wednesday,237,D12,Other,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),"{'type': 'MultiPoint', 'coordinates': [[-79.470886905, 43.680469216]]}"
1220,GO-20211630428,1630036800000,2021,August,27,Friday,239,D22,Shooting,19,Long Branch,19,Long Branch (19),"{'type': 'MultiPoint', 'coordinates': [[-79.5393668359999, 43.59314347]]}"
1221,GO-20211638087,1630123200000,2021,August,28,Saturday,240,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.38890994, 43.648810788]]}"
1222,GO-20211677261,1630555200000,2021,September,2,Thursday,245,D51,Stabbing,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.367037254, 43.651543691]]}"
1223,GO-20211684171,1630641600000,2021,September,3,Friday,246,D32,Shooting,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.485694794, 43.7824450630001]]}"
1224,GO-20211692780,1630728000000,2021,September,4,Saturday,247,D22,Other,159,Etobicoke City Centre,14,Islington-City Centre West (14),"{'type': 'MultiPoint', 'coordinates': [[-79.51720712, 43.6242016420001]]}"
1225,GO-20211699665,1630814400000,2021,September,5,Sunday,248,D43,Other,140,Guildwood,140,Guildwood (140),"{'type': 'MultiPoint', 'coordinates': [[-79.2110933989999, 43.7499844880001]]}"
1226,GO-20211699665,1630814400000,2021,September,5,Sunday,248,D43,Other,140,Guildwood,140,Guildwood (140),"{'type': 'MultiPoint', 'coordinates': [[-79.2110933989999, 43.7499844880001]]}"
