year,month,day,day_of_week,homicide_type,hood_158,hood_140
2014,February,3,Monday,Other,119,119
2014,February,4,Tuesday,Shooting,105,105
2014,February,9,Sunday,Shooting,20,20
2014,February,12,Wednesday,Stabbing,2,2
2014,March,8,Saturday,Shooting,44,44
2014,March,9,Sunday,Stabbing,159,14
2014,March,12,Wednesday,Other,65,65
2014,March,15,Saturday,Stabbing,142,137
2014,March,15,Saturday,Stabbing,70,70
2014,March,19,Wednesday,Shooting,62,62
2014,March,19,Wednesday,Shooting,62,62
2014,March,25,Tuesday,Shooting,91,91
2014,April,4,Friday,Shooting,71,71
2014,April,12,Saturday,Shooting,144,131
2014,May,2,Friday,Shooting,107,107
2014,May,24,Saturday,Shooting,65,65
2014,June,10,Tuesday,Other,129,129
2014,July,6,Sunday,Shooting,73,73
2014,July,8,Tuesday,Shooting,31,31
2014,July,15,Tuesday,Other,147,117
2014,August,9,Saturday,Stabbing,13,13
2014,August,18,Monday,Shooting,115,115
2014,August,26,Tuesday,Shooting,164,77
2014,August,30,Saturday,Other,172,93
2014,September,5,Friday,Other,71,71
2014,September,8,Monday,Stabbing,62,62
2014,September,8,Monday,Shooting,30,28
2014,September,11,Thursday,Shooting,40,40
2014,September,11,Thursday,Other,159,14
2014,September,14,Sunday,Shooting,141,137
2014,September,14,Sunday,Other,47,47
2014,September,17,Wednesday,Shooting,27,27
2014,September,23,Tuesday,Stabbing,2,2
2014,September,27,Saturday,Stabbing,66,66
2014,September,29,Monday,Shooting,139,139
2014,September,30,Tuesday,Stabbing,107,107
2014,October,5,Sunday,Shooting,90,90
2014,October,6,Monday,Shooting,6,6
2014,October,6,Monday,Shooting,72,72
2014,October,6,Monday,Shooting,6,6
2014,October,13,Monday,Other,47,47
2014,October,15,Wednesday,Other,171,93
2014,October,30,Thursday,Shooting,155,26
2014,November,6,Thursday,Shooting,110,110
2014,November,16,Sunday,Shooting,170,76
2014,November,29,Saturday,Stabbing,55,55
2014,November,29,Saturday,Stabbing,55,55
2014,November,29,Saturday,Stabbing,55,55
2014,December,1,Monday,Stabbing,74,74
2014,December,4,Thursday,Stabbing,157,127
2014,December,9,Tuesday,Stabbing,88,88
2014,December,15,Monday,Other,84,84
2015,January,10,Saturday,Stabbing,167,75
2015,January,16,Friday,Other,1,1
2015,January,17,Saturday,Stabbing,50,50
2015,January,27,Tuesday,Shooting,31,31
2015,January,31,Saturday,Shooting,78,78
2015,February,4,Wednesday,Other,120,120
2015,February,28,Saturday,Shooting,64,64
2015,February,28,Saturday,Shooting,64,64
2015,March,17,Tuesday,Shooting,6,6
2015,March,18,Wednesday,Other,161,17
2015,March,21,Saturday,Stabbing,7,7
2015,March,30,Monday,Shooting,2,2
2015,April,9,Thursday,Other,61,61
2015,April,14,Tuesday,Other,92,92
2015,April,23,Thursday,Stabbing,122,122
2015,May,8,Friday,Stabbing,136,136
2015,May,17,Sunday,Other,171,93
2015,May,19,Tuesday,Shooting,66,66
2015,May,20,Wednesday,Shooting,171,93
2015,May,25,Monday,Stabbing,141,137
2015,May,30,Saturday,Stabbing,60,60
2015,June,1,Monday,Shooting,141,137
2015,June,3,Wednesday,Stabbing,168,75
2015,June,12,Friday,Other,111,111
2015,June,28,Sunday,Shooting,84,84
2015,June,28,Sunday,Shooting,84,84
2015,July,9,Thursday,Shooting,2,2
2015,July,10,Friday,Other,171,93
2015,July,12,Sunday,Stabbing,123,123
2015,August,3,Monday,Stabbing,74,74
2015,August,4,Tuesday,Shooting,163,82
2015,August,4,Tuesday,Shooting,163,82
2015,August,7,Friday,Stabbing,91,91
2015,August,9,Sunday,Shooting,170,76
2015,August,19,Wednesday,Shooting,73,73
2015,August,19,Wednesday,Shooting,28,28
2015,September,6,Sunday,Stabbing,111,111
2015,September,12,Saturday,Stabbing,136,136
2015,September,22,Tuesday,Stabbing,135,135
2015,October,1,Thursday,Shooting,134,134
2015,October,15,Thursday,Other,141,137
2015,October,17,Saturday,Shooting,1,1
2015,October,31,Saturday,Shooting,167,75
2015,November,4,Wednesday,Shooting,56,56
2015,November,10,Tuesday,Other,64,64
2015,November,10,Tuesday,Other,120,120
2015,November,13,Friday,Stabbing,118,118
2015,November,13,Friday,Stabbing,74,74
2015,November,17,Tuesday,Shooting,1,1
2015,November,28,Saturday,Other,121,121
2015,November,30,Monday,Shooting,3,3
2015,December,11,Friday,Stabbing,170,76
2015,December,11,Friday,Shooting,53,53
2015,December,11,Friday,Shooting,164,77
2015,December,14,Monday,Other,55,55
2015,December,15,Tuesday,Shooting,21,21
2015,December,15,Tuesday,Stabbing,168,75
2015,December,20,Sunday,Other,106,106
2015,December,30,Wednesday,Other,100,100
2016,January,4,Monday,Shooting,61,61
2016,January,17,Sunday,Other,50,50
2016,January,19,Tuesday,Shooting,18,18
2016,January,20,Wednesday,Shooting,10,10
2016,January,20,Wednesday,Shooting,147,117
2016,January,24,Sunday,Shooting,156,127
2016,January,29,Friday,Shooting,31,31
2016,January,30,Saturday,Other,2,2
2016,January,31,Sunday,Shooting,78,78
2016,January,31,Sunday,Shooting,78,78
2016,February,3,Wednesday,Stabbing,13,13
2016,February,5,Friday,Other,146,132
2016,February,5,Friday,Other,146,132
2016,February,5,Friday,Other,146,132
2016,February,5,Friday,Other,146,132
2016,February,7,Sunday,Other,43,43
2016,February,9,Tuesday,Stabbing,30,28
2016,February,22,Monday,Other,139,139
2016,February,27,Saturday,Stabbing,120,120
2016,February,28,Sunday,Shooting,8,8
2016,February,29,Monday,Shooting,139,139
2016,March,4,Friday,Other,78,78
2016,March,20,Sunday,Shooting,148,117
2016,March,22,Tuesday,Other,23,23
2016,March,23,Wednesday,Shooting,70,70
2016,April,2,Saturday,Shooting,72,72
2016,April,9,Saturday,Other,27,27
2016,April,13,Wednesday,Shooting,167,75
2016,April,14,Thursday,Shooting,160,17
2016,April,17,Sunday,Shooting,66,66
2016,April,17,Sunday,Other,113,113
2016,April,19,Tuesday,Other,68,68
2016,April,22,Friday,Other,55,55
2016,April,29,Friday,Shooting,119,119
2016,April,29,Friday,Shooting,119,119
2016,May,15,Sunday,Shooting,2,2
2016,May,15,Sunday,Shooting,2,2
2016,May,18,Wednesday,Other,167,75
2016,June,3,Friday,Shooting,22,22
2016,June,7,Tuesday,Shooting,174,104
2016,July,1,Friday,Shooting,78,78
2016,July,1,Friday,Shooting,78,78
2016,July,3,Sunday,Other,84,84
2016,July,13,Wednesday,Shooting,154,25
2016,July,18,Monday,Other,168,75
2016,July,28,Thursday,Shooting,157,127
2016,July,29,Friday,Stabbing,167,75
2016,August,9,Tuesday,Other,69,69
2016,August,15,Monday,Other,73,73
2016,August,21,Sunday,Shooting,162,82
2016,August,25,Thursday,Other,139,139
2016,August,25,Thursday,Other,139,139
2016,August,25,Thursday,Other,139,139
2016,August,27,Saturday,Shooting,70,70
2016,September,11,Sunday,Shooting,85,85
2016,September,13,Tuesday,Stabbing,27,27
2016,September,21,Wednesday,Other,91,91
2016,September,23,Friday,Stabbing,156,127
2016,September,30,Friday,Shooting,1,1
2016,October,16,Sunday,Shooting,113,113
2016,October,18,Tuesday,Shooting,1,1
2016,October,24,Monday,Shooting,6,6
2016,October,27,Thursday,Shooting,141,135
2016,November,5,Saturday,Other,81,81
2016,November,18,Friday,Shooting,43,43
2016,November,19,Saturday,Shooting,24,24
2016,November,27,Sunday,Shooting,70,70
2016,December,3,Saturday,Other,33,33
2016,December,4,Sunday,Stabbing,25,25
2016,December,7,Wednesday,Shooting,58,58
2016,December,14,Wednesday,Shooting,139,139
2016,December,16,Friday,Stabbing,83,83
2016,December,17,Saturday,Shooting,113,113
2016,December,18,Sunday,Shooting,6,6
2016,December,24,Saturday,Stabbing,73,73
2017,January,8,Sunday,Shooting,73,73
2017,January,23,Monday,Shooting,21,21
2017,January,26,Thursday,Other,160,17
2017,January,30,Monday,Shooting,72,72
2017,January,30,Monday,Shooting,73,73
2017,February,1,Wednesday,Shooting,25,25
2017,February,5,Sunday,Shooting,66,66
2017,February,6,Monday,Other,37,37
2017,February,6,Monday,Shooting,5,5
2017,February,16,Thursday,Other,54,54
2017,February,25,Saturday,Shooting,55,55
2017,March,4,Saturday,Other,68,68
2017,March,16,Thursday,Shooting,144,131
2017,March,18,Saturday,Shooting,61,61
2017,March,31,Friday,Shooting,8,8
2017,April,14,Friday,Shooting,147,117
2017,April,14,Friday,Shooting,70,70
2017,April,21,Friday,Shooting,108,108
2017,May,22,Monday,Shooting,70,70
2017,May,22,Monday,Other,70,70
2017,June,7,Wednesday,Other,110,112
2017,June,11,Sunday,Shooting,22,22
2017,June,23,Friday,Stabbing,171,93
2017,July,2,Sunday,Shooting,72,72
2017,July,23,Sunday,Shooting,144,131
2017,July,23,Sunday,Shooting,144,131
2017,July,23,Sunday,Shooting,146,132
2017,July,30,Sunday,Shooting,31,31
2017,July,31,Monday,Shooting,73,73
2017,July,31,Monday,Stabbing,57,57
2017,August,1,Tuesday,Shooting,106,106
2017,August,17,Thursday,Stabbing,27,27
2017,August,20,Sunday,Shooting,79,79
2017,August,22,Tuesday,Stabbing,25,25
2017,August,31,Thursday,Shooting,154,26
2017,September,2,Saturday,Shooting,5,5
2017,September,6,Wednesday,Stabbing,138,138
2017,September,10,Sunday,Stabbing,122,122
2017,September,13,Wednesday,Stabbing,53,53
2017,September,14,Thursday,Shooting,126,126
2017,September,16,Saturday,Shooting,72,72
2017,September,16,Saturday,Shooting,164,77
2017,September,29,Friday,Shooting,154,26
2017,October,1,Sunday,Shooting,70,70
2017,October,1,Sunday,Shooting,70,70
2017,October,4,Wednesday,Other,4,4
2017,October,5,Thursday,Shooting,6,6
2017,October,7,Saturday,Stabbing,60,60
2017,October,8,Sunday,Shooting,6,6
2017,October,13,Friday,Other,172,93
2017,October,14,Saturday,Shooting,21,21
2017,October,20,Friday,Stabbing,55,55
2017,October,28,Saturday,Stabbing,43,43
2017,November,13,Monday,Shooting,72,72
2017,November,14,Tuesday,Stabbing,113,113
2017,November,21,Tuesday,Shooting,144,131
2017,November,29,Wednesday,Other,167,75
2017,December,4,Monday,Shooting,139,139
2017,December,6,Wednesday,Other,133,133
2017,December,12,Tuesday,Other,146,132
2017,December,15,Friday,Other,40,40
2017,December,15,Friday,Other,40,40
2017,December,16,Saturday,Shooting,166,77
2017,December,31,Sunday,Other,55,55
2017,December,31,Sunday,Other,55,55
2018,January,3,Wednesday,Other,7,7
2018,January,9,Tuesday,Shooting,8,8
2018,January,19,Friday,Shooting,11,11
2018,January,19,Friday,Shooting,11,11
2018,January,29,Monday,Stabbing,167,75
2018,February,8,Thursday,Shooting,52,52
2018,February,15,Thursday,Shooting,133,133
2018,February,26,Monday,Other,96,96
2018,March,2,Friday,Shooting,24,24
2018,March,6,Tuesday,Stabbing,150,45
2018,March,10,Saturday,Shooting,2,2
2018,March,16,Friday,Shooting,8,8
2018,March,17,Saturday,Shooting,31,31
2018,March,17,Saturday,Shooting,31,31
2018,April,6,Friday,Shooting,119,119
2018,April,8,Sunday,Other,119,119
2018,April,10,Tuesday,Stabbing,58,58
2018,April,21,Saturday,Stabbing,124,124
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,April,23,Monday,Other,153,51
2018,May,6,Sunday,Stabbing,122,122
2018,May,7,Monday,Shooting,10,10
2018,May,20,Sunday,Shooting,170,76
2018,May,20,Sunday,Shooting,135,135
2018,May,23,Wednesday,Stabbing,95,95
2018,May,25,Friday,Stabbing,62,62
2018,May,25,Friday,Other,57,57
2018,May,28,Monday,Shooting,95,95
2018,May,28,Monday,Shooting,145,132
2018,May,30,Wednesday,Shooting,168,75
2018,June,5,Tuesday,Shooting,18,18
2018,June,9,Saturday,Stabbing,84,84
2018,June,9,Saturday,Other,162,82
2018,June,13,Wednesday,Other,86,86
2018,June,16,Saturday,Stabbing,123,123
2018,June,18,Monday,Other,98,98
2018,June,23,Saturday,Stabbing,2,2
2018,June,24,Sunday,Shooting,32,32
2018,June,24,Sunday,Shooting,3,3
2018,June,24,Sunday,Shooting,3,3
2018,June,25,Monday,Shooting,73,73
2018,June,30,Saturday,Shooting,78,78
2018,June,30,Saturday,Shooting,78,78
2018,July,1,Sunday,Stabbing,65,65
2018,July,1,Sunday,Shooting,78,78
2018,July,5,Thursday,Other,120,120
2018,July,8,Sunday,Shooting,24,24
2018,July,9,Monday,Shooting,24,24
2018,July,21,Saturday,Stabbing,70,70
2018,July,23,Monday,Shooting,67,67
2018,July,23,Monday,Shooting,67,67
2018,July,25,Wednesday,Shooting,21,21
2018,August,13,Monday,Other,18,18
2018,August,15,Wednesday,Shooting,2,2
2018,August,18,Saturday,Stabbing,6,6
2018,August,18,Saturday,Stabbing,159,14
2018,August,18,Saturday,Stabbing,159,14
2018,August,19,Sunday,Shooting,73,73
2018,August,22,Wednesday,Shooting,66,66
2018,August,22,Wednesday,Shooting,115,115
2018,August,24,Friday,Other,145,132
2018,August,24,Friday,Stabbing,113,113
2018,August,29,Wednesday,Other,72,72
2018,August,31,Friday,Shooting,120,120
2018,September,2,Sunday,Shooting,146,132
2018,September,2,Sunday,Shooting,163,82
2018,September,8,Saturday,Shooting,91,91
2018,September,8,Saturday,Other,86,86
2018,September,11,Tuesday,Stabbing,7,7
2018,September,14,Friday,Shooting,138,138
2018,September,18,Tuesday,Shooting,128,128
2018,September,19,Wednesday,Stabbing,50,50
2018,September,24,Monday,Shooting,53,53
2018,September,25,Tuesday,Shooting,72,72
2018,October,2,Tuesday,Shooting,27,27
2018,October,3,Wednesday,Shooting,118,118
2018,October,4,Thursday,Other,70,70
2018,October,11,Thursday,Shooting,155,26
2018,October,12,Friday,Other,168,75
2018,October,18,Thursday,Other,120,120
2018,October,20,Saturday,Stabbing,124,124
2018,November,14,Wednesday,Shooting,23,23
2018,November,16,Friday,Other,73,73
2018,November,18,Sunday,Shooting,136,136
2018,December,6,Thursday,Stabbing,73,73
2018,December,12,Wednesday,Shooting,6,6
2018,December,18,Tuesday,Shooting,24,24
2018,December,19,Wednesday,Shooting,164,77
2018,December,21,Friday,Shooting,2,2
2019,January,6,Sunday,Stabbing,124,124
2019,January,8,Tuesday,Stabbing,120,120
2019,January,9,Wednesday,Shooting,4,4
2019,January,12,Saturday,Shooting,126,126
2019,January,24,Thursday,Stabbing,111,111
2019,February,8,Friday,Shooting,72,72
2019,February,10,Sunday,Shooting,161,17
2019,February,12,Tuesday,Shooting,136,136
2019,February,13,Wednesday,Shooting,4,4
2019,February,24,Sunday,Shooting,2,2
2019,March,4,Monday,Other,173,104
2019,March,8,Friday,Shooting,100,100
2019,March,11,Monday,Shooting,155,26
2019,March,13,Wednesday,Other,91,91
2019,March,18,Monday,Other,7,7
2019,March,19,Tuesday,Shooting,171,93
2019,April,3,Wednesday,Other,118,118
2019,April,10,Wednesday,Stabbing,170,76
2019,April,15,Monday,Stabbing,110,110
2019,April,21,Sunday,Shooting,107,107
2019,April,28,Sunday,Shooting,135,135
2019,April,28,Sunday,Other,11,11
2019,May,1,Wednesday,Shooting,1,1
2019,May,3,Friday,Shooting,21,21
2019,May,5,Sunday,Stabbing,140,140
2019,May,21,Tuesday,Other,172,93
2019,June,6,Thursday,Other,73,73
2019,June,8,Saturday,Stabbing,169,76
2019,June,27,Thursday,Shooting,136,136
2019,June,27,Thursday,Stabbing,150,45
2019,June,29,Saturday,Shooting,115,115
2019,June,29,Saturday,Shooting,115,115
2019,June,30,Sunday,Shooting,164,77
2019,July,1,Monday,Other,73,73
2019,July,18,Thursday,Other,172,93
2019,August,2,Friday,Shooting,28,28
2019,August,7,Wednesday,Stabbing,94,94
2019,August,9,Friday,Shooting,43,43
2019,August,16,Friday,Shooting,86,86
2019,August,19,Monday,Shooting,23,23
2019,August,21,Wednesday,Shooting,115,115
2019,August,25,Sunday,Shooting,21,21
2019,September,3,Tuesday,Other,156,127
2019,September,4,Wednesday,Other,154,26
2019,September,11,Wednesday,Stabbing,134,134
2019,September,16,Monday,Shooting,31,31
2019,September,19,Thursday,Shooting,130,130
2019,September,22,Sunday,Other,126,126
2019,September,24,Tuesday,Shooting,13,13
2019,September,24,Tuesday,Other,167,75
2019,September,29,Sunday,Shooting,2,2
2019,October,1,Tuesday,Shooting,25,25
2019,October,1,Tuesday,Shooting,25,25
2019,October,2,Wednesday,Stabbing,170,76
2019,October,7,Monday,Other,60,60
2019,October,14,Monday,Shooting,2,2
2019,October,17,Thursday,Shooting,48,48
2019,October,19,Saturday,Shooting,87,87
2019,October,26,Saturday,Other,174,104
2019,October,31,Thursday,Stabbing,95,95
2019,November,4,Monday,Shooting,159,14
2019,November,5,Tuesday,Shooting,61,61
2019,November,7,Thursday,Shooting,113,113
2019,November,16,Saturday,Shooting,107,107
2019,November,23,Saturday,Shooting,138,138
2019,December,7,Saturday,Shooting,21,21
2019,December,10,Tuesday,Stabbing,119,119
2019,December,11,Wednesday,Shooting,49,49
2019,December,11,Wednesday,Other,1,1
2019,December,11,Wednesday,Other,123,123
2019,December,15,Sunday,Shooting,155,26
2019,December,19,Thursday,Stabbing,118,118
2019,December,20,Friday,Other,113,113
2019,December,22,Sunday,Stabbing,73,73
2019,December,22,Sunday,Other,79,79
2019,December,23,Monday,Stabbing,85,85
2019,December,27,Friday,Shooting,13,13
2019,December,29,Sunday,Shooting,138,138
2019,December,31,Tuesday,Shooting,145,132
2020,January,1,Wednesday,Shooting,72,72
2020,January,11,Saturday,Shooting,135,135
2020,January,13,Monday,Stabbing,118,118
2020,January,20,Monday,Shooting,141,137
2020,January,20,Monday,Other,107,107
2020,January,25,Saturday,Shooting,139,139
2020,January,31,Friday,Shooting,165,77
2020,January,31,Friday,Shooting,165,77
2020,February,5,Wednesday,Shooting,66,66
2020,February,7,Friday,Shooting,13,13
2020,February,21,Friday,Other,128,128
2020,February,24,Monday,Stabbing,155,26
2020,March,11,Wednesday,Other,115,115
2020,March,13,Friday,Shooting,128,128
2020,March,15,Sunday,Stabbing,107,107
2020,March,18,Wednesday,Shooting,120,120
2020,March,21,Saturday,Shooting,168,75
2020,April,5,Sunday,Other,147,117
2020,April,5,Sunday,Shooting,55,55
2020,April,5,Sunday,Other,142,137
2020,April,8,Wednesday,Shooting,94,94
2020,April,14,Tuesday,Other,52,52
2020,April,21,Tuesday,Other,160,17
2020,April,26,Sunday,Shooting,25,25
2020,May,2,Saturday,Shooting,119,119
2020,May,14,Thursday,Other,174,104
2020,May,14,Thursday,Shooting,2,2
2020,May,17,Sunday,Shooting,147,117
2020,May,19,Tuesday,Other,138,138
2020,May,26,Tuesday,Shooting,164,77
2020,May,30,Saturday,Shooting,2,2
2020,June,9,Tuesday,Shooting,55,55
2020,June,19,Friday,Shooting,92,92
2020,June,25,Thursday,Stabbing,71,71
2020,July,4,Saturday,Shooting,147,117
2020,July,9,Thursday,Other,73,73
2020,July,10,Friday,Shooting,111,111
2020,July,10,Friday,Shooting,156,127
2020,August,3,Monday,Other,59,59
2020,August,9,Sunday,Stabbing,81,81
2020,August,11,Tuesday,Stabbing,162,82
2020,August,12,Wednesday,Shooting,138,138
2020,August,20,Thursday,Shooting,153,51
2020,August,22,Saturday,Stabbing,136,136
2020,August,22,Saturday,Stabbing,136,136
2020,August,26,Wednesday,Stabbing,73,73
2020,September,2,Wednesday,Shooting,27,27
2020,September,7,Monday,Stabbing,1,1
2020,September,10,Thursday,Shooting,111,111
2020,September,12,Saturday,Stabbing,1,1
2020,September,12,Saturday,Stabbing,113,113
2020,September,12,Saturday,Stabbing,113,113
2020,September,20,Sunday,Shooting,146,132
2020,September,24,Thursday,Shooting,24,24
2020,September,27,Sunday,Shooting,24,24
2020,September,27,Sunday,Shooting,2,2
2020,September,28,Monday,Other,47,47
2020,October,1,Thursday,Shooting,113,113
2020,October,3,Saturday,Shooting,155,26
2020,October,7,Wednesday,Shooting,32,32
2020,October,25,Sunday,Shooting,121,121
2020,November,7,Saturday,Shooting,24,24
2020,November,16,Monday,Stabbing,143,131
2020,November,18,Wednesday,Stabbing,172,93
2020,November,22,Sunday,Stabbing,149,45
2020,December,2,Wednesday,Shooting,31,31
2020,December,6,Sunday,Other,83,83
2020,December,8,Tuesday,Stabbing,64,64
2020,December,8,Tuesday,Other,78,78
2020,December,18,Friday,Other,173,104
2020,December,21,Monday,Stabbing,47,47
2021,January,13,Wednesday,Stabbing,124,124
2021,January,17,Sunday,Shooting,21,21
2021,January,21,Thursday,Shooting,27,27
2021,January,21,Thursday,Other,8,8
2021,January,29,Friday,Shooting,98,98
2021,January,31,Sunday,Shooting,28,28
2021,February,6,Saturday,Shooting,145,132
2021,February,8,Monday,Shooting,119,119
2021,February,8,Monday,Shooting,31,31
2021,February,9,Tuesday,Shooting,62,62
2021,February,12,Friday,Shooting,7,7
2021,February,19,Friday,Other,71,71
2021,February,26,Friday,Other,16,16
2021,February,27,Saturday,Stabbing,110,110
2021,March,6,Saturday,Other,120,120
2021,March,9,Tuesday,Stabbing,30,30
2021,March,19,Friday,Other,25,25
2021,April,3,Saturday,Shooting,8,8
2021,April,4,Sunday,Stabbing,48,48
2021,April,4,Sunday,Stabbing,57,57
2021,April,5,Monday,Stabbing,54,54
2021,April,8,Thursday,Stabbing,126,126
2021,April,16,Friday,Shooting,28,28
2021,May,16,Sunday,Shooting,7,7
2021,May,22,Saturday,Other,130,130
2021,May,24,Monday,Other,70,70
2021,June,2,Wednesday,Other,80,80
2021,June,11,Friday,Shooting,141,137
2021,June,13,Sunday,Shooting,138,138
2021,June,13,Sunday,Shooting,138,138
2021,June,13,Sunday,Other,138,138
2021,June,14,Monday,Shooting,112,112
2021,June,21,Monday,Shooting,112,112
2021,July,1,Thursday,Other,33,33
2021,July,2,Friday,Shooting,44,44
2021,July,2,Friday,Other,170,76
2021,July,3,Saturday,Shooting,126,126
2021,July,5,Monday,Shooting,27,27
2021,July,10,Saturday,Other,27,27
2021,July,14,Wednesday,Other,23,23
2021,July,18,Sunday,Other,123,123
2021,July,19,Monday,Other,70,70
2021,July,20,Tuesday,Shooting,6,6
2021,July,21,Wednesday,Stabbing,108,108
2021,July,23,Friday,Stabbing,30,30
2021,July,28,Wednesday,Stabbing,68,68
2021,August,6,Friday,Other,62,62
2021,August,8,Sunday,Shooting,78,78
2021,August,8,Sunday,Shooting,78,78
2021,August,14,Saturday,Other,144,NSA
2021,August,14,Saturday,Shooting,30,30
2021,August,25,Wednesday,Other,110,110
2021,August,27,Friday,Shooting,19,19
2021,August,28,Saturday,Shooting,164,77
2021,September,2,Thursday,Stabbing,73,73
2021,September,3,Friday,Shooting,27,27
2021,September,4,Saturday,Other,159,14
2021,September,5,Sunday,Other,140,140
2021,September,5,Sunday,Other,140,140
2021,September,7,Tuesday,Shooting,25,25
2021,September,17,Friday,Shooting,124,124
2021,September,18,Saturday,Shooting,72,72
2021,September,26,Sunday,Shooting,144,131
2021,September,29,Wednesday,Stabbing,1,1
2021,October,3,Sunday,Stabbing,64,64
2021,October,13,Wednesday,Shooting,146,132
2021,October,16,Saturday,Shooting,27,27
2021,October,21,Thursday,Shooting,27,27
2021,October,23,Saturday,Shooting,110,110
2021,October,23,Saturday,Shooting,25,25
2021,October,23,Saturday,Shooting,23,23
2021,October,24,Sunday,Shooting,120,119
2021,October,28,Thursday,Shooting,145,132
2021,October,29,Friday,Shooting,126,126
2021,October,30,Saturday,Other,25,25
2021,November,12,Friday,Other,134,134
2021,November,16,Tuesday,Stabbing,150,45
2021,November,16,Tuesday,Shooting,141,137
2021,November,26,Friday,Shooting,143,131
2021,December,9,Thursday,Stabbing,174,104
2021,December,13,Monday,Shooting,128,128
2021,December,23,Thursday,Shooting,25,25
2021,December,24,Friday,Shooting,32,32
2021,December,26,Sunday,Shooting,111,111
2021,December,31,Friday,Stabbing,115,115
2022,January,2,Sunday,Shooting,23,23
2022,January,3,Monday,Shooting,20,20
2022,January,3,Monday,Shooting,20,20
2022,January,3,Monday,Stabbing,80,80
2022,January,3,Monday,Shooting,161,17
2022,January,8,Saturday,Shooting,167,98
2022,January,18,Tuesday,Shooting,5,5
2022,January,19,Wednesday,Shooting,57,57
2022,January,22,Saturday,Shooting,30,30
2022,January,23,Sunday,Shooting,100,100
2022,February,9,Wednesday,Other,25,25
2022,February,14,Monday,Shooting,156,127
2022,February,17,Thursday,Shooting,36,36
2022,February,19,Saturday,Shooting,30,30
2022,February,28,Monday,Shooting,136,136
2022,March,11,Friday,Other,89,89
2022,March,17,Thursday,Other,142,137
2022,March,28,Monday,Stabbing,70,70
2022,April,2,Saturday,Stabbing,73,73
2022,April,7,Thursday,Shooting,74,74
2022,April,9,Saturday,Shooting,73,73
2022,April,15,Friday,Stabbing,166,77
2022,April,28,Thursday,Shooting,87,87
2022,April,30,Saturday,Shooting,2,2
2022,May,7,Saturday,Shooting,146,132
2022,May,9,Monday,Shooting,154,26
2022,May,22,Sunday,Other,78,78
2022,June,5,Sunday,Shooting,108,108
2022,June,8,Wednesday,Shooting,141,137
2022,June,15,Wednesday,Shooting,38,38
2022,June,17,Friday,Other,147,117
2022,June,17,Friday,Other,159,14
2022,June,18,Saturday,Shooting,8,8
2022,June,19,Sunday,Shooting,31,31
2022,July,7,Thursday,Shooting,64,64
2022,July,8,Friday,Stabbing,27,27
2022,July,11,Monday,Other,156,127
2022,July,16,Saturday,Shooting,166,77
2022,July,17,Sunday,Shooting,164,77
2022,July,28,Thursday,Other,120,120
2022,August,9,Tuesday,Shooting,113,113
2022,August,18,Thursday,Shooting,154,26
2022,August,20,Saturday,Stabbing,122,122
2022,August,26,Friday,Stabbing,38,38
2022,August,26,Friday,Stabbing,38,38
2022,September,10,Saturday,Shooting,27,27
2022,September,10,Saturday,Stabbing,153,51
2022,September,15,Thursday,Shooting,161,17
2022,September,20,Tuesday,Stabbing,24,24
2022,September,21,Wednesday,Stabbing,4,4
2022,September,21,Wednesday,Stabbing,4,4
2022,September,21,Wednesday,Shooting,138,138
2022,September,25,Sunday,Other,20,20
2022,September,29,Thursday,Other,119,119
2022,October,4,Tuesday,Stabbing,73,73
2022,October,6,Thursday,Shooting,25,25
2022,October,8,Saturday,Shooting,113,113
2022,October,9,Sunday,Shooting,27,27
2022,October,22,Saturday,Shooting,164,77
2022,October,28,Friday,Shooting,69,69
2022,October,31,Monday,Shooting,142,137
2022,November,6,Sunday,Stabbing,25,25
2022,November,12,Saturday,Shooting,130,130
2022,November,15,Tuesday,Shooting,85,85
2022,November,20,Sunday,Shooting,1,1
2022,December,6,Tuesday,Stabbing,65,65
2022,December,8,Thursday,Stabbing,88,88
2022,December,10,Saturday,Shooting,61,61
2022,December,16,Friday,Shooting,135,135
2022,December,18,Sunday,Stabbing,170,76
2022,December,30,Friday,Shooting,118,118
2023,January,18,Wednesday,Other,47,47
2023,January,20,Friday,Other,168,75
2023,January,24,Tuesday,Other,69,69
2023,January,29,Sunday,Stabbing,73,73
2023,February,5,Sunday,Other,62,62
2023,February,17,Friday,Stabbing,147,117
2023,March,6,Monday,Stabbing,73,73
2023,March,6,Monday,Shooting,123,123
2023,March,10,Friday,Stabbing,1,1
2023,March,10,Friday,Stabbing,143,131
2023,March,20,Monday,Shooting,47,47
2023,March,23,Thursday,Other,16,16
2023,March,24,Friday,Other,126,126
2023,March,25,Saturday,Stabbing,88,88
2023,April,14,Friday,Shooting,80,80
2023,April,15,Saturday,Shooting,112,112
2023,April,21,Friday,Shooting,21,21
2023,May,2,Tuesday,Other,163,82
2023,May,8,Monday,Other,151,51
2023,May,10,Wednesday,Shooting,160,17
2023,May,12,Friday,Stabbing,168,75
